Travel destination,Summary
Salvador,"Salvador has Museu Afro-Brasileiro documenting the slave trade and subsequent development of the city, and Solar do Unhão with a small Museu de Arte Moderna with local art pieces. There are also galleries in Pelourhino that double as stores displaying local art."
Salzburg,"Salzburg offers several museums including the Salzburg Museum, Toy Museum, Museum of Natural History, and Salzburg Museum of Modern Art. There are also museums dedicated to Mozart's birth house and residence."
Samara,"Samara offers several museums including the Raketa Soyuz and Space Museum featuring a real rocket and exhibits related to space exploration, the Air and Space Museum at Samara Aerospace University, the Samara Art Museum with a large painting collection, and historical museums such as the Frunze House-Museum and the Museum of the History of the Kuibyshev Railroad. The Children's Art Gallery and Klodt Manor also display art."
Samsun,"Samsun offers several museums, including the Samsun Museum dedicated to local history and artifacts such as the golden Amisos Treasure, the Gazi Museum showcasing Atatürk's activities, and the SS Bandırma and Independence War Museum. Other museums include the City Museum, Cerrahi Aletler ve Sağlık Müzesi, Dönüşüm Müzesi, Şeyh Sadi Tekkesi Kuva-i Milliye Ruhu Külliyesi ile Şehit ve Gazi Anı Evi, 1071'den 15 Temmuz'a Destanlar Müzesi, and Canik Toy Museum."
San Antonio,"San Antonio offers fine art museums such as the McNay Art Museum and the San Antonio Museum of Art, as well as cultural institutions like the Institute of Texan Cultures and the Instituto de México. There are also more specialized museums such as the Buckhorn Saloon and Museum, the Texas Transportation Museum, the Witte Museum, and the Hopscotch Art Gallery."
San Cristobal (Galapagos),"The Interpretation Center near the National Park entrance offers information about the history of the Galápagos and its conservation, with free admission. Galapaguera de Cerro Colorado features a breeding center and interpretation center focused on giant tortoises, with free admission and short trails."
San Diego,"Balboa Park is home to an expansive campus of museums, including the San Diego Museum of Art, the San Diego Museum of Man, the San Diego Air and Space Museum, the Reuben H. Fleet Science Center, the San Diego Natural History Museum, and the San Diego Model Railroad Museum. Downtown San Diego also has the San Diego Maritime Museum and the USS Midway Museum."
San Francisco,"San Francisco is home to a copper-clad M.H. de Young Memorial Museum, Asian Art Museum of San Francisco, California Academy of Sciences, California Palace of the Legion of Honor, Cable Car Museum, San Francisco Railway Museum, Yerba Buena Center for the Arts, Children's Creativity Museum, Cartoon Art Museum, Museum of the African Diaspora, California Historical Society Museum, Contemporary Jewish Museum, GLBT History Museum, Randall Museum, and more. Many museums offer free admission on certain days during the first week of every month."
San Jose (California),"San Jose offers museum options such as The Tech Museum of Innovation, the San Jose Museum of Art, the Rosicrucian Egyptian Museum and Planetarium, the San Jose Museum of Quilts and Textiles, and the Japanese American Museum of San Jose. The Dr. Martin Luther King, Jr. Library houses special collections including the Beethoven Center and the Center for Steinbeck Studies."
San José (Costa Rica),"San José is home to several museums, including the Museo de Oro Precolombino, Museo del Jade, Museo de los Niños, Museo Nacional, Museo de Arte Costarricense, and the Insect Museum at the Universidad de Costa Rica. The Museo de Arte y Diseño Contemporáneo (MADC) is the main institution in Costa Rica dedicated to contemporary art."
San Juan,"San Juan has several museums including the Museo de San Juan, La Casa del Libro, Felisa Rincón de Gautier Museum, Museo de Arte, and the Cuartel de Ballaja which houses the Las Americas Museum containing Caribbean and European American arts and artifacts. The San Juan National Historic Site also includes historic castles such as El Morro and San Cristobal."
San Luis Obispo,"San Luis Obispo has the Mission San Luis Obispo de Tolosa with a small museum, the History Center of San Luis Obispo County housed in a library, and the San Luis Obispo Museum of Art, which is an art gallery. The SLO Railroad Museum chronicles the history of the railroad in SLO County."
San Luis Potosi,"San Luis Potosí offers several museums, including Museo Federico Silva specializing in contemporary sculpture with Aztec influences, Museo Nacional de Mascaras highlighting regional dance masks, and Museo Regional Potosino for local history. There is also the Museo del Ferrocarril ""Jesús García Corona"" for train enthusiasts and Museo Laberinto showcasing art, technology, and science exhibits."
San Pedro Sula,"San Pedro Sula has the Museum of Anthropology & History that features pre-Columbian pottery and other items up through colonial times. The Sampedrano Cultural Center also holds events such as concerts, performances and art shows."
San Salvador,"San Salvador offers several museums, including the David J Guzman National Museum of Anthropology with Mayan and Pipil artifacts, the Museo de Arte MARTE with international art, and a children's Tin-Marin museum. Additionally, there is a Railway Museum and Theme Park displaying old locomotives and exhibits on El Salvador's industrial history, along with the Monseñor Romero Center, which relates the story of the armed conflict in the 1980s-90s."
Santa Ana (California),"Santa Ana offers museum options such as the Old Town Hall (Art Deco structure and city museum), Heritage Museum of Orange County (cultural and natural history), Bowers Museum (cultural art), and Discovery Science Center. The city also has the Santa Ana Artist Village Art Walk in a district containing art galleries."
Santa Barbara,"Santa Barbara has several museums, including the Santa Barbara Museum of Natural History, the Santa Barbara Museum of Art, and the Santa Barbara Historical Museum. There is also the Karpeles Museum, which features original manuscripts and documents, and the Reagan Ranch Center Exhibit Gallery, which features artifacts from Ronald Reagan's ranch."
"Santa Cruz (city, Bolivia)","This travel destination review does not mention any museums. While it mentions a cathedral with a small museum, there is insufficient information to determine suitability for museum enthusiasts."
Santa Fe (New Mexico),"Santa Fe is renowned for its extraordinary concentration of arts and boasts a variety of interesting museums, including the Palace of the Governors/New Mexico History Museum, the New Mexico Museum of Art, the Georgia O'Keeffe Museum, and the Museum of International Folk Art. Museum Hill, south of downtown, is home to a collection of art and culture museums in the foothills overlooking Santa Fe."
Santa Marta,"Santa Marta has the Museo del Oro, which displays a collection of precolumbian pottery, gold, and a scale model of Ciudad Perdida, with free entrance. Simon Bolivar's place of death, Quinta de San Pedro Alejandrino, has gardens."
Santa Rosa (California),"Santa Rosa offers the Charles M. Schulz Museum dedicated to the Peanuts comic strip, and the Museum of Sonoma County, housed in a historic building, featuring exhibits on art, culture, and local history. Additionally, the Luther Burbank Home and Gardens provide a glimpse into the life of the horticulturist."
Santiago,"Santiago is the cultural center of Chile with many museums, theaters, and cultural opportunities; museum options include the Museo de Bellas Artes and the Palace of the Royal Court. There is also the option to visit Quinta Normal, a large park surrounded by museums."
Santo Domingo,"Santo Domingo has five museums in the Plaza de la Cultura, including the Museo de Arte Moderno, Museo de Historia Natural, Museo del Hombre Dominicano, and Museo de Historia y Geografía. Other museums include the Alcázar de Colón, Naval Museum of the Atarazanas, Museum of the Casas Reales, World of Ambar Museum, Museum of Dominican Rum, and Museo Memorial de la Resistencia Dominicana."
Santorini,"Fira is the capital city of the Santorini archipelago and has many museums and cultural venues, including the Museum of Prehistoric Thera and the Archaeological Museum of Thera. Akrotiri is also notable for the ruins of a Bronze Age Minoan settlement."
Sanya,Sanya Natural History Museum maintains a collection of fossils and has a complete fossil of a Sanya Pterosaur. There is also a Jingrun Pearl Museum run by a pearl retailer.
Sapporo,"Sapporo offers the Sapporo Beer Museum, Hokkaido Museum of Modern Art, Snow Brand Milk Products Historical Museum, and Sapporo Art Park, as well as the Hokkaido University Botanic Garden with a small museum. There is also the Hokkaido Pioneer Village, a large historical village on the outskirts of Sapporo."
Sarajevo,"Sarajevo offers numerous museums on a variety of topics, including museums dedicated to the Austro-Hungarian occupation, the Bosnian War, war childhood, crimes against humanity and genocide, literature and performing arts, modern art, and Jewish history. The National Museum displays the natural and human history of Bosnia and Herzegovina."
Sarnia,"Sarnia has the Stones 'N Bones Museum with over 6,000 objects, including dinosaurs, fossils, minerals, and mounted wildlife, as well as the Judith and Norman Alex Art Gallery featuring exhibitions of Canadian art history. The city also displays the Steam locomotive #6069 at Centennial Park."
Saskatoon,"Saskatoon offers cultural attractions like the Ukrainian Museum of Canada, the Remai Modern Arts Gallery, and the Diefenbaker Canada Centre, along with the Western Development Museum which features 1910 Boomtown. The University of Saskatchewan also houses the Museum of Natural Sciences and the Museum of Antiquities."
Sault Sainte Marie (Ontario),"Sault Ste. Marie has the Sault Ste. Marie Museum of local history, the Canadian Bushplane Heritage Centre, the Ermatinger-Clergue National Historic Site, and the Art Gallery of Algoma. The Agawa Canyon Tour Train also has a railway museum at the canyon."
Savannah,"Savannah boasts the Telfair Museum of Art, tracing its history from 1886, and now composed of three buildings: the Telfair Academy of Arts and Sciences building, the Owens-Thomas House, and the Jepson Center for the Arts. The city also has art galleries, often with student art for sale, and the Savannah College of Art and Design (SCAD)."
Seattle,"Seattle offers a number of museums including the Seattle Art Museum (SAM), the Seattle Asian Art Museum, the Olympic Sculpture Garden, the Museum of Pop Culture, the Museum of History and Industry, the Center for Wooden Boats, the Frye Art Museum, the Wing Luke Museum of the Asian Pacific American Experience, the Henry Art Gallery, the Burke Museum, and the National Nordic Museum. The city also has the Museum of Flight just past Georgetown."
Sendai,"Sendai offers several museums including the Miyagi Museum of Art, Sendai City Museum, Museum of the Forest of Depths of the Earth, Tohoku University Museum of Natural History, and Sankyozawa Electric Centennial Museum. The Aoba Castle Honmaru Museum is a small museum dedicated to the Aoba Castle & Masamune Date."
Seoul,"Seoul has a number of museums, most notably the National Museum of Korea, and other historical and art museums such as the National Museum of Korean Contemporary History, National Folk Museum, Seoul Museum of Arts, and the Leeum Museum. There are also unique museums such as the War Memorial of Korea, National Hangul Museum, and Seodaemun Prison."
Sept-Îles,"Sept-Îles offers museum attractions such as the Shaputuan Museum illustrating the traditional life cycle of the Innu, the Regional Museum of the North Shore with exhibitions about the North Shore's history, and the Clarke City Interpretive Centre recounting the history of Clarke City. There is also the Vieux-Poste, a fur trading post first constructed in 1661."
Seville,"Seville offers museum options such as the Museo de Bellas Artes, Museo Arqueológico de Sevilla, Museo Antiquarium, Centro Andaluz de Arte Contemporáneo, Museo del Baile Flamenco, and the General Archive of the Indies. The Sevilla Card includes free admission to most Seville museums and monuments."
Shanghai,"Shanghai has the Shanghai Museum and the Shanghai Urban Planning Museum on opposite sides of People's Square, the Bund Historical Museum in a park at the north end of the Bund, the Shanghai Railway Museum near Shanghai Railway Station in Zhabei, the Chinese Martial Arts Museum on the campus of Shanghai Institute of Physical Education in Yangpu District, a Yuan-Dynasty Water Sluice Museum in Putuo District, the Shanghai Municipal History Museum across the river below the Pearl Tower in Pudong, and the Shanghai Natural History Museum in Jing'an District next to the metro station on Line 1. There is also the Power Station of Art on the Huangpu River, in an old power plant converted first to a pavilion for Expo 2010, and then the first state-run contemporary art museum in China, as well as the Shanghai Propaganda Poster and Art Centre on the west side of the French Concession."
Shantou,"Shantou offers the Shantou Museum with exhibits on Buddhist figurines, sculptures, paintings, calligraphy, ceramic wares, and relics recovered from a Ming Dynasty commercial vessel, as well as the Shantou Founding Museum devoted to the city's history as a treaty port. There is also the former residence of Chen Cihong, a mansion built in the early 20th century."
Sharjah,"Sharjah is known for its Arabic and Islamic architecture as well as its libraries, Islamic museums, and cultural centers, including the Sharjah Museum of Islamic Civilization, Sharjah Art Museum, Sharjah Archeology Museum, Sharjah Calligraphy Museum, and Sharjah Heritage Museum. The city's Heritage Area has many historic buildings reconstructed with traditional materials, such as Al Hisn Fort and Souq al-Arsa."
Shenyang,"Shenyang offers several museums including the Former Site of Shenyang Military Tribunal for the Trial of Japanese War Criminals, Shenyang World War II Allied Prisoners Camp Site Museum, Xinle Ancient Ruins Museum, Memorial Museum, China Museum of Industry, Liaoning Provincial Museum, Paleontological Museum of Liaoning, Shen-Air Museum, and Shenyang Railway Museum. Several of these museums are free and cover a range of topics including history, industry, paleontology, and aviation."
Shenzhen,"Shenzhen offers a variety of museums of design and industry, as well as a surprisingly rich array of art galleries, mostly downtown and in Nanshan but also some in the suburbs. History museums downtown and in Bao'an tell the story of modern Shenzhen's rapid development from farmland and fishing villages to a global hub for technology and commerce."
Shijiazhuang,"Shijiazhuang offers museum options such as the Hebei Provincial Museum with expositions from the tomb of King of Zhongshan, and the Shijiazhuang Museum. There is also a museum with stone carvings near the Zhaozhou Bridge."
Shiraz,"Shiraz offers museum enthusiasts several options including the Narenjestan Ghavam museum, Khan-e Zinat ol-Molk House which houses the Fars History museum, Pars Museum exhibiting handwritten Qurans and paintings, Haft Tanan Museum with stones from historical sites, and Vakil Bath which has been remodeled into a museum of waxworks. The Afif abad Garden also contains a historical weapons museum."
Shreveport,"Shreveport offers multiple opportunities for arts, culture, and learning, with a collection of museums, art galleries, symphonies, colleges, and universities. Notable museums include the R.W. Norton Art Gallery, Louisiana State Exhibit Museum, Meadows Museum of Art, and Spring Street Historical Museum."
Sibiu,"Sibiu offers museum enthusiasts the Brukenthal National Museum with paintings from Dutch, Flemish, Italian, German, Austrian, and Romanian schools, and the ""Franz Binder"" World Ethnography Museum with curios collected on global travels. The ASTRA Museum of Traditional Folk Civilization is a ""must-see"" skansen featuring a vast outdoor collection of traditional Romanian life."
Siem Reap,"Siem Reap offers the Angkor National Museum, which has exhibits covering the history of the Khmer Empire, art, architecture, clothing, and culture of Khmer civilization, with a focus on the Angkor complex. There is also the Landmine Museum, set up by a local deminer to educate about the dangers of land mines, displaying defused mines and unexploded ordnance."
Singapore,"Singapore's colonial core, the Bras Basah area east of Orchard and north of the Singapore River, has historical buildings and museums. Riverside (Civic District) contains museums, statues, and theatres, centered along the banks of the Singapore River at Boat Quay and Clarke Quay."
Sioux Falls,"Sioux Falls has multiple museums, including the Center for Western Studies, the Delbridge Museum of Natural History, the Old Courthouse Museum, and the Visual Arts Center at the Washington Pavilion. The city also has the Kirby Science Discovery Center and the USS South Dakota Battleship Memorial."
Skopje,"Skopje offers several museums in Centar, including the Museum of the Macedonian Struggle, the Holocaust Museum, and the Mother Teresa Memorial House, and the Stara Čaršija has Turkish baths that now serve as museums. The City Park also contains a museum with several monuments within."
Sofia,"Sofia boasts several museums, including the National Museum of History with over 650,000 exhibits, the National Archaeological Museum, and the Museum of Socialist Art. Additionally, the city features the Earth and Man National Museum, known for its collection of gigantic minerals."
South Bend,"South Bend offers museum enthusiasts the Northern Indiana Center for History and Oliver Mansion, the Snite Museum of Art, the South Bend Museum of Art, and the Studebaker National Museum. Additionally, nearby Nappanee has Amish Acres, a historic farm and heritage resort with guided tours and craft demonstrations."
Split,"Split offers the Archaeological Museum, the oldest museum in Croatia, featuring artifacts and monuments from Roman colonies Salona and Narona. Additionally, the city's historic center, a UNESCO World Heritage Site, is built around the remains of Diocletian's Palace, which includes substructure halls open as a museum."
Spokane,"Spokane offers the Northwest Museum of Arts and Culture, covering the history and native cultures of the inland northwest, and the Mobius Discovery Center, a science museum geared towards children. The Bing Crosby Collection at Gonzaga University displays memorabilia related to the legendary singer and actor."
Springfield (Illinois),"Springfield is known for its historic sites dedicated to Abraham Lincoln, including the Abraham Lincoln Presidential Library & Museum, Lincoln Home National Historic Site, and Lincoln Tomb. The city also features the Illinois State Museum and the Springfield and Central Illinois African-American History Museum."
Springfield (Missouri),"Springfield offers several museums including the Wonders of Wildlife National Museum & Aquarium, Missouri Sports Hall of Fame, History Museum on the Square, Route 66 Car Museum, Springfield Art Museum, and Discovery Center. The Springfield Art Museum is free, while the Discovery Center features interactive exhibits suitable for both kids and adults."
Srinagar,"Srinagar offers the SPS Museum, which houses around 80,000 artifacts mainly from the Jammu and Kashmir region. The Kashmir Shawl Museum details types of pashminas and how to test them."
St. George (Utah),"St. George offers museum options such as the McQuarrie Memorial Pioneer Museum, St. George Art Museum, St. George Dinosaur Discovery Site, and Rosenbruch Wildlife Museum. The Downtown Historic District also features preserved historic structures like the Old Pioneer Courthouse and Opera House."
St. John's,"St. John's has The Rooms Provincial Art Gallery, which contains the Newfoundland Museum, Provincial Archives, and Art Gallery, and the Railway Coastal Museum with exhibits about rail and coastal shipping. Other museums include the Colonial Building, Commissariat House Provincial Historic Site, Suncor Energy Fluvarium, Bell Island Community Museum and the Johnson GeoCentre."
Stavanger,"Stavanger offers several museums, including the Stavanger Maritime Museum, the Norwegian Canning Museum in Old Stavanger, the Norwegian Oil Museum, the Museum of Archeology, and the Stavanger Art Museum. The Stavanger Maritime Museum has a free audio guide available in German, English, and Norwegian."
Stockholm,"Stockholm hosts the Nobel Prize ceremony and has around 70 museums, ranging from large in size and scope to the very specialized, including the Butterfly Museum, the Spirits Museum, and the Dance Museum. Many museums have free entrance."
Strasbourg,"Strasbourg has several museums, including the Musée de l'Oeuvre Notre Dame for medieval and Renaissance art, the Musée Alsacien for Alsatian culture, and the Museum of Modern and Contemporary Art. The Palais des Rohan houses the Museum of Fine Arts, the Archaeological Museum, and the Museum of Applied Arts."
Stuttgart,Stuttgart has a wide range of museums including 5 state museums and two automobile museums: the Mercedes-Benz Museum and the Porsche Museum. Staatsgalerie Stuttgart features two exhibitions in different buildings with art from 1500 to 1900 and modern art and the Württembergisches Landesmuseum is a historical art museum.
Sudbury (Ontario),"Sudbury offers several heritage museums showcasing Northern Ontario's early settlers, including the Flour Mill Heritage Museum, the Copper Cliff Museum, the Anderson Farm Museum, and the Capreol Heritage Centre/Prescott Park; Science North and Dynamic Earth are also notable science centers. The Northern Ontario Railroad Museum in Capreol features locomotives, rolling stock, and a locomotive simulator."
Surabaya,"Surabaya offers a variety of museums including the Museum Sepuluh November (Heroes monument), Museum Kesehatan dr. Adhyatma, MPH (Dr. Adhyatma Health Museum), Museum Rudi Isbandi (Modern and contemporary art museum), Museum TNI AL Loka Jala Çrana (Loka Jaya Çrana Navy Museum), Museum WR. Soepratman, Museum Pendidikan Surabaya, Siola Surabaya Museum, Museum H.O.S. Tjokroaminoto, Museum Dr. Soetomo, Blockbuster Museum Surabaya, Museum Etnografi dan Pusat Kajian Kematian FISIP UNAIR, Museum De Javasche Bank, Museum Olahraga Surabaya, and Museum Kanker Indonesia."
Surat,"Surat offers museum options such as the City Science Centre with a planetarium, science models, an art gallery, and a museum, as well as the Sardar Patel Museum, which houses over 10,000 specimens of arts and crafts. The Science Centre Surat also has a diamond gallery, hosts cultural events, and features art exhibitions."
Surat Thani,"Surat Thani has the Chaiya National Museum adjoined to Wat Phra Boromathat Chaiya and the Rock Fish Museum displaying over 1,000 lifelike sculptures of marine fish. The 514 Base Historical Learning Centre provides information on the tropical rainforest’s ecosystem, social history, and the movement of the Communist Party of Thailand."
Sydney,"Darling Harbour, west of the City Centre, offers attractions such as the National Maritime Museum and the Powerhouse Museum. Art galleries include the Art Gallery of New South Wales."
Syracuse (New York),"Syracuse offers several museums, including the Everson Museum of Art with a focus on American art and ceramics, the Erie Canal Museum highlighting canal history, the Milton J. Rubenstein Museum of Science and Technology (The MoST), and the Onondaga Historical Museum focusing on local history. There is also the Skä•noñh - Great Law of Peace Center, which showcases the history of the Haudenosaunee (Iroquois) Native Americans."
Szczecin,"Szczecin offers museum options such as the Pomeranian Dukes Castle, which houses a museum and tourist information, and the Muzeum Morskie on Wały Chrobrego, featuring historical and maritime artifacts. Additionally, there is the Museum of Technology with vintage vehicles and the Pałac pod Globusem, the birthplace of Russian rulers."
São Paulo,"São Paulo offers many museums and cultural centers including Museu do Ipiranga, Memorial da América Latina, Museu de Arte de São Paulo, Pinacoteca do Estado, Instituto Tomio Ohtake, Museu de Arte Contemporânea and Museu de Arte Moderna. The Pinacoteca do Estado and Sala São Paulo are the city's two most important concert and opera houses."
Ta'if,"Ta'if offers several museums, including the Sharif Museum, a privately owned museum with a vast collection of artifacts, the Shubra Palace, a former royal residence built in 1858 that is now a museum, and the Asalat Al-Madi Museum, which offers visitors a chance to study the history of the Hejaz region."
Tabriz,"Tabriz is considered a major hub for science and culture in Iran and has some of the most famous museums. The city's Azerbaijan Museum is a major archaeological museum, and the Municipality Museum displays pictures and items from Tabriz's history."
Taichung,"Taichung offers museum enthusiasts the National Museum of Natural Science, composed of seven museums in one, and the National Taiwan Museum of Fine Arts, featuring rotating visual exhibits. There is also the 921 Earthquake Museum of Taiwan and Asia Museum of Modern Art."
Taipei,"Taipei offers several museums including the National Palace Museum in Shilin which holds historical artifacts from China, the National Museum of History in Zhongzheng, the Miniatures Museum, the Taipei Fine Arts Museum, and the Taipei MOCA. The National Museum of History is closed for renovations indefinitely."
Taiyuan,"Taiyuan offers museum enthusiasts several options, including the Shanxi Museum with artifacts from the province's history, the China Coal Museum with exhibits on the coal industry, and the Sanjin Museum of Strange Stones featuring a Chinese-style courtyard and geological exhibits. There is also the Shanxi Museum of the War of Resistance Against Japanese Aggression."
Takamatsu,"Takamatsu offers the Kagawa Museum with exhibits on the history, traditions, and people of the Kagawa Prefecture, and the Takamatsu Art Museum with a permanent exhibit and special exhibits that change every few months. There is also the open-air Shikokumura museum with old houses and a small art museum designed by Tadao Ando."
Tallinn,"Tallinn offers several museums, including the Estonian History Museum in the medieval Great Guild Hall, the Estonian Maritime Museum in the Fat Margaret tower, and the National Art Museum KUMU which focuses on Estonian art. Vabamu Museum of Occupations and Freedom educates visitors about Estonia's recent past and freedom."
Tampa,"Tampa offers museum options such as the Tampa Museum of Art, the Tampa Bay History Center, the Ybor City State Museum, and the Ybor City Cigar Museum. There is also the Museum of Science and Industry (MOSI), which is a hands-on children's science museum."
Tampere,"Tampere offers a variety of museums, many of which focus on its industrial history, including the Amuri Museum of Workers' Housing, Finnish Labour Museum Werstas, and Rupriikki media museum. Other museums include the Lenin Museum, Moomin Museum, Police Museum, Sara Hildén Art Museum, Spy Museum, and Tampere Art Museum."
Tampico,"Tampico offers museum options such as the Huasteca Culture Museum with over 1800 archaeological and ethnographic pieces, the Old Maritime Customs House showcasing the history of Tampico, the Tampico Automobile Museum with over 100 classic and vintage cars, and the Barco Children's Museum, which is a children's educational and cultural center in a former state prison. There is also the House of Nature, an Art Deco building that hosts nature-themed photography exhibitions, and the Metropolitan Cultural Center with a museum."
Tangier,"Tangier offers museum options such as the Kasbah Museum, which features artifacts from the Phoenician era to modern times, and the American Legation Museum, which houses a collection of art and historical items, including a Paul Bowles Wing. There is also the Fondation Lorin, an art museum and archive related to the history of Tangier."
Tashkent,"Tashkent offers a variety of museums, including the History Museum, the Navoy Literary Museum, the Museum of Applied Arts, and the Fine Arts Museum of Uzbekistan. The city also features the Moyie Mubarek Library Museum, which preserves the world's oldest Quran from the 7th century."
Taupō,"Taupō has a small museum near the town center with exhibits on the volcanic, Maori, and early European history of the area. The museum also contains a recreated Maori meeting house and an outdoor area with the ""Ora"" garden."
Tauranga,"Tauranga has the Tauranga Art Gallery, one of New Zealand’s newest and most respected regional public galleries. The Elms (Te Papa Tauranga) is a house built in 1847 as a missionary station, with many original items of contents, set in a fine garden."
Tbilisi,"Tbilisi has several museums under the Georgian National Museum umbrella, including the Open Air Museum of Ethnography, the Museum of Fine Arts, the Tbilisi History Museum, and the Museum of Georgia, which houses Caucasian artifacts and a Museum of Soviet Occupation. Other museums include the Puppet Museum, Galaktion Tabidze Museum, Tbilisi Art Gallery, and Jewish History Museum."
Tegucigalpa,"Tegucigalpa offers museum options such as the Museo para la Identidad Nacional, Galeria Nacional de Arte, Chiminike (children's museum), Museo de Historia Natural, and Museo de Historia Militar. The Museo para la Identidad Nacional includes a virtual tour of the Copán Mayan ruins."
Tehran,"Tehran offers a variety of museums, including the National Museum of Iran with pre-Islamic and Islamic collections, Golestan Palace with 17 palaces, museums, and halls, and the Tehran Museum of Contemporary Art featuring works by artists such as Van Gogh and Picasso. Other notable museums include the Treasury of National Jewels, the Glassware Museum, and the Carpet Museum."
Tel Aviv,"Tel Aviv has a number of museums, including the Eretz Israel Museum, the Tel Aviv Museum of Art, and Bialik Square, which includes the Bauhaus Center Tel Aviv, Bialik House, The Museum of Town History, and the Rubin Art Museum. There are also several military museums, such as the Palmach Museum and Etzel 1948 Museum."
Tenerife,"Tenerife offers museum enthusiasts the Museum of Nature and Archaeology in Santa Cruz, which displays Guanche mummies, and the Museum of Science and Cosmos in San Cristóbal de La Laguna, featuring a radio telescope and planetarium. Also in La Laguna, the cathedral in a Spanish colonial style has been transformed into a museum of religious art."
Teresina,"Teresina offers the Museu Histórico do Piauí, which features exhibits on the state's history, religious and popular art, archaeology, and displays of antique radios and projectors. There is also the Central de Artesanato Mestre Dezinho, an outlet for artisan products from all over the state, housed in a former Military Police headquarters."
Terrace,"Terrace offers the Heritage Park Museum, featuring early buildings and artifacts, and the George Little House, which displays local art and souvenirs. The Kitselas Canyon National Historic Site showcases 5000 years of Aboriginal history."
Thessaloniki,"Thessaloniki has many museums, mostly archaeological and ethnographic, with two big archaeological museums in the city centre; a pass for €15 allows entry into five museums, including Thessaloniki Archaeological Museum and Museum of Byzantine Culture. The city also contains the Atatürk House, the Museum of Ancient Greek, Byzantine, and Post Byzantine Musical Instruments, the Thessaloniki Museum of Photography, and the Jewish Museum."
Thiruvananthapuram,"Thiruvananthapuram has many museums, including the Napier Museum (Art Gallery), Kerala Science and Technology Museum, Keralan Museum, Chacha Nehru Children's Museum, HH Uthradam Thirunal Marthanda Varma Chithralayam (Royal art gallery), Legislature Museum and Sree Chithra Art Gallery. Most ticketed museums are closed on Mondays."
Thunder Bay,"Thunder Bay offers museum options such as the Thunder Bay Museum with historical and cultural displays, the Thunder Bay Art Gallery focusing on Indigenous and Northwestern Ontario art, the Founders' Museum & Pioneer Village, and the Northwestern Ontario Aviation Heritage Centre. Additionally, the Fort William Historical Park recreates the Canadian fur trade era."
Tianjin,"Tianjin offers a variety of museums, including the Tianjin Museum with 200,000 cultural relics, the Tianjin Natural History Museum, the China House Museum decorated with ancient porcelain, and the Binhai New Area Museum focusing on local history. Additionally, there's the Memorial Hall of Zhou Enlai and Deng Yingchao, the Samaranch Memorial, and the Tianjin Opera Museum."
Timișoara,"Timișoara offers several museums, including the Museum of Banat housed in Huniade Castle, the Banat Village Museum featuring traditional Romanian houses, the Art Museum with a collection of Corneliu Baba paintings, and the Revolution Memorial. Additionally, there is a Military Museum and the Communist Consumer Museum."
Timmins,"Timmins has the Timmins Museum - National Exhibition Centre, which highlights the art, heritage and traditions of the Porcupine Mining Camp, Northeastern Ontario and Canada, and also includes a resource library and local artist's gallery. There is also the Aboveground Art Gallery, which features original work of local and regional artists in a variety of mediums."
Tirana,"Tirana offers a variety of museums, including the National History Museum, National Gallery of Arts, National Archaeological Museum, Natural Sciences Museum, Bunk'Art museums (focused on the communist era), House of Leaves (dedicated to surveillance), Bektashism Museum, Historical Museum of Armed Forces, and the Studio House ""Kadare"". The city also features the Tirana Mosaic, an archaeological site currently under renovation."
Tirupati,"Tirupati offers the Sri Venkateshwara Museum (SV Museum) in Tirumala, featuring temple architecture, historical artifacts like weaponry and pooja items, a photo gallery, and a meditation center. Additionally, the Sri Venkateswara Zoological Park near Tirupati exhibits animals mentioned in ancient Hindu epics."
Tokyo,"Tokyo has many museums, including large museums clustered around Ueno, that center on interests from pens to antique clocks and traditional and modern arts. Tokyo City View in Roppongi also has an observation deck that includes admission to the Mori Art Museum."
Tongatapu,"There is a cultural experience offered in Tongatapu, with a buffet and cultural show available every Friday with pre-registration. The Talamahu Market in Nuku'alofa offers local handicrafts, clothing, shoes, carvings, and jewelry."
Toronto,"Toronto offers several museums including the Art Gallery of Ontario, Bata Shoe Museum, Hockey Hall of Fame, Royal Ontario Museum, Spadina House Museum, and Textile Museum of Canada. The Art Gallery of Ontario is the largest art gallery in Canada and the Royal Ontario Museum is one of the largest museums in North America."
Tottori,"Tottori offers several museums including the Tottori Prefectural Museum, Warabekan Children's Museum, Tottori Mingei Museum of Folkcrafts, Tottori City History Museum, Aoya Kamijichi Site Museum, Inaba Man-yō History Pavilion, Nagashibina Doll Museum, and Watanabe Museum. These museums cover a range of topics such as local flora and fauna, children's toys, folkcrafts, city history, archaeological finds, and samurai artifacts."
Toulouse,"Toulouse offers several museums, including the Saint Raymond Museum with Roman artifacts, Musée des Augustins with fine arts, Musée Paul-Dupuy with decorative arts, and Musée Georges Labit for Asian arts and Egyptian antiquities, along with the Cité de l'Espace for space travel exhibits. Additionally, Les Abattoirs is a contemporary arts museum in a former abattoir, and Musée départemental de la Résistance & de la Déportation depicts wartime events."
Toyama,"Toyama offers the Toyama Folk Village, which features small cultural museums in traditional houses showcasing crafts, tools, toys, and furniture, along with a shop for traditional Toyama clay crafts. The city also has the Toyama Glass Art Museum."
