Query,City,Relevance Score
Cities famous for their historic defensive walls,Konya,0
Cities famous for their historic defensive walls,Shijiazhuang,1
Cities famous for their historic defensive walls,Salt Lake City,0
Cities famous for their historic defensive walls,El Paso,2
Cities famous for their historic defensive walls,Dushanbe,0
Cities famous for their historic defensive walls,Wuhan,1
Cities famous for their historic defensive walls,Trujillo (Peru),2
Cities famous for their historic defensive walls,Binghamton,0
Cities famous for their historic defensive walls,Faro,2
Cities famous for their historic defensive walls,Novosibirsk,0
Cities famous for their historic defensive walls,Santa Barbara,1
Cities famous for their historic defensive walls,Huatulco,0
Cities famous for their historic defensive walls,Bydgoszcz,0
Cities famous for their historic defensive walls,Pereira,0
Cities famous for their historic defensive walls,Bishkek,0
Cities famous for their historic defensive walls,Kauai,2
Cities famous for their historic defensive walls,Kingston (Jamaica),2
Cities famous for their historic defensive walls,Aqaba,2
Cities famous for their historic defensive walls,Madurai,1
Cities famous for their historic defensive walls,Milwaukee,0
Cities famous for their historic defensive walls,Gran Canaria,1
Cities famous for their historic defensive walls,Christchurch,0
Cities famous for their historic defensive walls,Riyadh,2
Cities famous for their historic defensive walls,Aruba,0
Cities famous for their historic defensive walls,Larnaca,1
Cities famous for their historic defensive walls,Gaborone,0
Cities famous for their historic defensive walls,Joa虄o Pessoa,0
Cities famous for their historic defensive walls,Cuiaba虂,0
Cities famous for their historic defensive walls,Dandong,2
Cities famous for their historic defensive walls,Reykjavi虂k,0
Cities famous for their historic defensive walls,Dallas,0
Cities famous for their historic defensive walls,Kansas City,0
Cities famous for their historic defensive walls,Bujumbura,0
Cities famous for their historic defensive walls,Ranchi,0
Cities famous for their historic defensive walls,Dunedin,1
Cities famous for their historic defensive walls,Cleveland,0
Cities famous for their historic defensive walls,Samsun,0
Cities famous for their historic defensive walls,Santa Marta,0
Cities famous for their historic defensive walls,Tucson,0
Cities famous for their historic defensive walls,Monterey (California),2
Cities famous for their historic defensive walls,Atlanta,0
Cities famous for their historic defensive walls,Queenstown (New Zealand),0
Cities famous for their historic defensive walls,Molde,0
Cities famous for their historic defensive walls,Trondheim,1
Cities famous for their historic defensive walls,Ashgabat,0
Cities famous for their historic defensive walls,Jacksonville,0
Cities famous for their historic defensive walls,Auckland,0
Cities famous for their historic defensive walls,Teresina,0
Cities famous for their historic defensive walls,Phuket,0
Cities famous for their historic defensive walls,Louisville,0
Cities famous for their historic defensive walls,Harare,0
Cities famous for their historic defensive walls,Antananarivo,0
Cities famous for their historic defensive walls,Moncton,0
Cities famous for their historic defensive walls,Bissau,2
Cities famous for their historic defensive walls,Iguac抬u Falls,0
Cities famous for their historic defensive walls,Karlsruhe,0
Cities famous for their historic defensive walls,Fukuoka,2
Cities famous for their historic defensive walls,Durban,0
Cities famous for their historic defensive walls,Chania,2
Cities famous for their historic defensive walls,Grand Junction,0
Cities famous for their historic defensive walls,San Pedro Sula,0
Cities famous for their historic defensive walls,Cork,2
Cities famous for their historic defensive walls,Sendai,2
Cities famous for their historic defensive walls,Axum,0
Cities famous for their historic defensive walls,Lalibela,0
Cities famous for their historic defensive walls,Lucknow,2
Cities famous for their historic defensive walls,Beihai,0
Cities famous for their historic defensive walls,Dunhuang,2
Cities famous for their historic defensive walls,Calgary,0
Cities famous for their historic defensive walls,Troms酶,0
Cities famous for their historic defensive walls,Hurghada,0
Cities famous for their historic defensive walls,Klagenfurt,1
Cities famous for their historic defensive walls,Cozumel,0
Cities famous for their historic defensive walls,Champaign-Urbana,0
Cities famous for their historic defensive walls,Victoria (British Columbia),1
Cities famous for their historic defensive walls,Port-au-Prince,0
Cities famous for their historic defensive walls,Kashgar,1
Cities famous for their historic defensive walls,Mauritius,0
Cities famous for their historic defensive walls,Zanzibar,2
Cities famous for their historic defensive walls,Jeddah,2
Cities famous for their historic defensive walls,Obihiro,0
Cities famous for their historic defensive walls,Portland (Maine),0
Cities famous for their historic defensive walls,Varadero,0
Cities famous for their historic defensive walls,Zhanjiang,0
Cities famous for their historic defensive walls,Kigali,0
Cities famous for their historic defensive walls,Seattle,0
Cities famous for their historic defensive walls,Charlottesville,0
Cities famous for their historic defensive walls,Yantai,0
Cities famous for their historic defensive walls,Austin,0
Cities famous for their historic defensive walls,Columbus,0
Cities famous for their historic defensive walls,Halifax,2
Cities famous for their historic defensive walls,Xining,0
Cities famous for their historic defensive walls,I虃les-de-la-Madeleine,0
Cities famous for their historic defensive walls,St. John's,2
Cities famous for their historic defensive walls,Rajkot,0
Cities famous for their historic defensive walls,Reno,0
Cities famous for their historic defensive walls,Pretoria,1
Cities famous for their historic defensive walls,Kittila虉,0
Cities famous for their historic defensive walls,Hamilton (Ontario),0
Cities famous for their historic defensive walls,Nanchang,0
Cities famous for their historic defensive walls,Takamatsu,2
Cities famous for their historic defensive walls,Harrisburg,0
Cities famous for their historic defensive walls,Allentown,0
Cities famous for their historic defensive walls,Guam,1
Cities famous for their historic defensive walls,Arusha,0
Cities famous for their historic defensive walls,Newark (New Jersey),0
Cities famous for their historic defensive walls,Hargeisa,0
Cities famous for their historic defensive walls,Orlando,0
Cities famous for their historic defensive walls,Faroe Islands,0
Cities famous for their historic defensive walls,Libreville,0
Cities famous for their historic defensive walls,Oklahoma City,0
Cities famous for their historic defensive walls,Nagoya,2
Cities famous for their historic defensive walls,Wilmington (North Carolina),0
Cities famous for their historic defensive walls,Guwahati,0
Cities famous for their historic defensive walls,Portland (Oregon),0
Cities famous for their historic defensive walls,Calvi,3
Cities famous for their historic defensive walls,Koror,0
Cities famous for their historic defensive walls,Aalborg,2
Cities famous for their historic defensive walls,Agartala,0
Cities famous for their historic defensive walls,Corpus Christi,0
Cities famous for their historic defensive walls,Lagos City,0
Cities famous for their historic defensive walls,Burlington (Vermont),0
Cities famous for their historic defensive walls,Phoenix,0
Cities famous for their historic defensive walls,Perth,0
Cities famous for their historic defensive walls,Sept-I虃les,0
Cities famous for their historic defensive walls,Westchester County,0
Cities famous for their historic defensive walls,Denizli,0
Cities famous for their historic defensive walls,Nagasaki,0
Cities famous for their historic defensive walls,Miami,0
Cities famous for their historic defensive walls,Ko Samui,0
Cities famous for their historic defensive walls,Charlottetown,0
Cities famous for their historic defensive walls,Srinagar,1
Cities famous for their historic defensive walls,Mont-Tremblant,0
Cities famous for their historic defensive walls,Punta Cana,0
Cities famous for their historic defensive walls,Apia,0
Cities famous for their historic defensive walls,Bahrain,2
Cities famous for their historic defensive walls,Port of Spain,0
Cities famous for their historic defensive walls,Curac抬ao,2
Cities famous for their historic defensive walls,Penticton,0
Cities famous for their historic defensive walls,Saint Martin,0
Cities famous for their historic defensive walls,Saint Thomas,2
Cities famous for their historic defensive walls,Moroni (Comoros),0
Cities famous for their historic defensive walls,Fiji,0
Cities famous for their historic defensive walls,Nelson (New Zealand),0
Cities famous for their historic defensive walls,Gondar,3
Cities famous for their historic defensive walls,Akita,0
Cities famous for their historic defensive walls,Fort Lauderdale,0
Cities famous for their historic defensive walls,Regina,0
Cities famous for their historic defensive walls,Boise,1
Cities famous for their historic defensive walls,Leticia,0
Cities famous for their historic defensive walls,Tirupati,2
Cities famous for their historic defensive walls,Jackson (Mississippi),0
Cities famous for their historic defensive walls,Durango (Colorado),0
Cities famous for their historic defensive walls,Zunyi,3
Cities famous for their historic defensive walls,Taupo虅,0
Cities famous for their historic defensive walls,Memphis,0
Cities famous for their historic defensive walls,Madison,0
Cities famous for their historic defensive walls,Galapagos Islands,0
Cities famous for their historic defensive walls,Norfolk (Virginia),2
Cities famous for their historic defensive walls,Lubbock,0
Cities famous for their historic defensive walls,Windsor (Ontario),0
Cities famous for their historic defensive walls,Coimbatore,0
Cities famous for their historic defensive walls,Nouakchott,0
Cities famous for their historic defensive walls,Des Moines,0
Cities famous for their historic defensive walls,Nanaimo,2
Cities famous for their historic defensive walls,Omaha,0
Cities famous for their historic defensive walls,Windhoek,0
Cities famous for their historic defensive walls,Grand Cayman,2
Cities famous for their historic defensive walls,Nashville,2
Cities famous for their historic defensive walls,Mobile,2
Cities famous for their historic defensive walls,Sapporo,0
Cities famous for their historic defensive walls,Lincoln,2
Cities famous for their historic defensive walls,Little Rock,0
Cities famous for their historic defensive walls,Traverse City,0
Cities famous for their historic defensive walls,Krabi Town,0
Cities famous for their historic defensive walls,Gold Coast,0
Cities famous for their historic defensive walls,Noume虂a,0
Cities famous for their historic defensive walls,Saint Lucia,1
Cities famous for their historic defensive walls,Lexington (Kentucky),0
Cities famous for their historic defensive walls,Charleston (West Virginia),0
Cities famous for their historic defensive walls,Tampa,0
Cities famous for their historic defensive walls,Livingstone,0
Cities famous for their historic defensive walls,Yanji,0
Cities famous for their historic defensive walls,Puerto Maldonado,0
Cities famous for their historic defensive walls,Aomori,0
Cities famous for their historic defensive walls,San Cristobal (Galapagos),0
Cities famous for their historic defensive walls,Puerto Plata,2
Cities famous for their historic defensive walls,A虋lesund,0
Cities famous for their historic defensive walls,Rochester (Minnesota),0
Cities famous for their historic defensive walls,Haugesund,0
Cities famous for their historic defensive walls,Asahikawa,0
Cities famous for their historic defensive walls,Stavanger,0
Cities famous for their historic defensive walls,Yinchuan,2
Cities famous for their historic defensive walls,Maldives,0
Cities famous for their historic defensive walls,Fredericton,1
Cities famous for their historic defensive walls,Saint John,2
Cities famous for their historic defensive walls,Anchorage,0
Cities famous for their historic defensive walls,Saskatoon,0
Cities famous for their historic defensive walls,Columbia (South Carolina),0
Cities famous for their historic defensive walls,Bermuda,3
Cities famous for their historic defensive walls,Manta,0
Cities famous for their historic defensive walls,Acapulco,3
Cities famous for their historic defensive walls,Imphal,2
Cities famous for their historic defensive walls,South Bend,0
Cities famous for their historic defensive walls,Roata虂n,0
Cities famous for their historic defensive walls,Lansing,0
Cities famous for their historic defensive walls,Friedrichshafen,0
Cities famous for their historic defensive walls,Timmins,0
Cities famous for their historic defensive walls,Rapid City,1
Cities famous for their historic defensive walls,Lusaka,0
Cities famous for their historic defensive walls,Juba,0
Cities famous for their historic defensive walls,Hakodate,2
Cities famous for their historic defensive walls,Key West,1
Cities famous for their historic defensive walls,Providence,0
Cities famous for their historic defensive walls,Bozeman,0
Cities famous for their historic defensive walls,Springfield (Illinois),0
Cities famous for their historic defensive walls,Bloemfontein,0
Cities famous for their historic defensive walls,Kiruna,0
Cities famous for their historic defensive walls,Rouyn-Noranda,0
Cities famous for their historic defensive walls,Eugene,0
Cities famous for their historic defensive walls,Churchill,3
Cities famous for their historic defensive walls,Raleigh,0
Cities famous for their historic defensive walls,Lilongwe,0
Cities famous for their historic defensive walls,Sault Sainte Marie (Ontario),0
Cities famous for their historic defensive walls,Umea虋,0
Cities famous for their historic defensive walls,Fort Wayne,0
Cities famous for their historic defensive walls,Port Elizabeth,0
Cities famous for their historic defensive walls,Zihuatanejo,0
Cities famous for their historic defensive walls,Napier,0
Cities famous for their historic defensive walls,Niigata,0
Cities famous for their historic defensive walls,Victoria Falls,0
Cities famous for their historic defensive walls,Vijayawada,2
Cities famous for their historic defensive walls,Pensacola,3
Cities famous for their historic defensive walls,Iwakuni,2
Cities famous for their historic defensive walls,Baton Rouge,0
Cities famous for their historic defensive walls,Toyama,2
Cities famous for their historic defensive walls,Erie,1
Cities famous for their historic defensive walls,Port Blair,1
Cities famous for their historic defensive walls,Saint Kitts and Nevis,2
Cities famous for their historic defensive walls,Tulsa,0
Cities famous for their historic defensive walls,Okinawa,2
Cities famous for their historic defensive walls,East London,0
Cities famous for their historic defensive walls,Gillette,0
Cities famous for their historic defensive walls,Greenville (South Carolina),0
Cities famous for their historic defensive walls,Lethbridge,0
Cities famous for their historic defensive walls,Castlegar,0
Cities famous for their historic defensive walls,Peoria (Illinois),0
Cities famous for their historic defensive walls,Sudbury (Ontario),0
Cities famous for their historic defensive walls,Syracuse (New York),0
Cities famous for their historic defensive walls,Billings,0
Cities famous for their historic defensive walls,Kerikeri,1
Cities famous for their historic defensive walls,Kelowna,0
Cities famous for their historic defensive walls,Chattanooga,0
Cities famous for their historic defensive walls,Hilo,0
Cities famous for their historic defensive walls,Huangshan,0
Cities famous for their historic defensive walls,Bod酶,0
Cities famous for their historic defensive walls,Dayton,0
Cities famous for their historic defensive walls,Nantucket,0
Cities famous for their historic defensive walls,Barbados,0
Cities famous for their historic defensive walls,Tauranga,0
Cities famous for their historic defensive walls,North Platte,0
Cities famous for their historic defensive walls,Ithaca (New York),0
Cities famous for their historic defensive walls,Fresno,0
Cities famous for their historic defensive walls,Yellowknife,0
Cities famous for their historic defensive walls,Kenora,0
Cities famous for their historic defensive walls,Sioux Falls,0
Cities famous for their historic defensive walls,Nagpur,0
Cities famous for their historic defensive walls,Prince Rupert,1
Cities famous for their historic defensive walls,Evansville,1
Cities famous for their historic defensive walls,Prince George,0
Cities famous for their historic defensive walls,Tongatapu,2
Cities famous for their historic defensive walls,Flint,0
Cities famous for their historic defensive walls,St. George (Utah),0
Cities famous for their historic defensive walls,Blenheim (New Zealand),0
Cities famous for their historic defensive walls,Iqaluit,0
Cities famous for their historic defensive walls,Kirkenes,0
Cities famous for their historic defensive walls,Rotorua,0
Cities famous for their historic defensive walls,Missoula,0
Cities famous for their historic defensive walls,Red Deer,0
Cities famous for their historic defensive walls,Colorado Springs,0
Cities famous for their historic defensive walls,West Palm Beach,0
Cities famous for their historic defensive walls,Amarillo,0
Cities famous for their historic defensive walls,Kailua-Kona,0
Cities famous for their historic defensive walls,Springfield (Missouri),0
Cities famous for their historic defensive walls,Miyazaki,2
Cities famous for their historic defensive walls,Shreveport,0
Cities famous for their historic defensive walls,Rarotonga,0
Cities famous for their historic defensive walls,Spokane,0
Cities famous for their historic defensive walls,Santa Rosa (California),0
Cities famous for their historic defensive walls,Jamnagar,0
Cities famous for their historic defensive walls,Longyearbyen,0
Cities famous for their historic defensive walls,Fort Myers,0
Cities famous for their historic defensive walls,Grand Rapids,0
Cities famous for their historic defensive walls,Palm Springs,1
Cities famous for their historic defensive walls,Montego Bay,0
Cities famous for their historic defensive walls,Bismarck,1
Cities famous for their historic defensive walls,Lafayette (Louisiana),0
Cities famous for their historic defensive walls,Fargo,0
Cities famous for their historic defensive walls,Blantyre,0
Cities famous for their historic defensive walls,Nassau,3
Cities famous for their historic defensive walls,Providenciales,0
Cities famous for their historic defensive walls,Santa Ana (California),0
Cities famous for their historic defensive walls,Salinas,0
Cities famous for their historic defensive walls,Bakersfield,0
Cities famous for their historic defensive walls,Terrace,0
Cities famous for their historic defensive walls,Minot,0
Cities famous for their historic defensive walls,Grenada,1
Cities famous for their historic defensive walls,Fairbanks,0
Cities famous for their historic defensive walls,Great Falls (Montana),0
Cities famous for their historic defensive walls,O虉stersund,0
Cities famous for their historic defensive walls,Plattsburgh,1
Cities famous for their historic defensive walls,Knoxville,0
Cities famous for their historic defensive walls,Medford (Oregon),0
Cities famous for their historic defensive walls,Inuvik,0
Cities famous for their historic defensive walls,Whitehorse,0
Cities famous for their historic defensive walls,Abbotsford,0
Cities famous for their historic defensive walls,Aspen,0
Cities famous for their historic defensive walls,Myrtle Beach,0
Cities famous for their historic defensive walls,Bathurst (New Brunswick),0
Cities famous for their historic defensive walls,Kagoshima,2
Cities famous for their historic defensive walls,Burbank,0
Cities famous for their historic defensive walls,Sarnia,0
Cities famous for their historic defensive walls,Jackson (Wyoming),0
Cities famous for their historic defensive walls,Fayetteville (Arkansas),0
Cities famous for their historic defensive walls,Lake Charles,0
Cities famous for their historic defensive walls,Wichita,0
Cities famous for their historic defensive walls,Kamloops,0
Cities famous for their historic defensive walls,Cranbrook,0
Cities famous for their historic defensive walls,Kalamazoo,0
Cities famous for their historic defensive walls,Redding,0
Cities famous for their historic defensive walls,Thunder Bay,0
Cities famous for their historic defensive walls,North Bay (Ontario),0
Cities famous for their historic defensive walls,Bryan-College Station,0
Cities famous for their historic defensive walls,Comox,0
Cities famous for their historic defensive walls,Fort St. John,0
Cities famous for their historic defensive walls,Grande Prairie,0
Cities famous for their historic defensive walls,Medicine Hat,0
Cities famous for their historic defensive walls,Appleton,0
Cities famous for their historic defensive walls,Wausau,0
Top cities for local honey production,Portland (Oregon),1
Top cities for local honey production,New York City,1
Top cities for local honey production,Charlotte,1
Top cities for local honey production,San Francisco,0
Top cities for local honey production,Salt Lake City,0
Top cities for local honey production,Austin,1
Top cities for local honey production,Bangalore,0
Top cities for local honey production,Rochester (New York),0
Top cities for local honey production,Seattle,2
Top cities for local honey production,Santa Barbara,2
Top cities for local honey production,Los Angeles,0
Top cities for local honey production,Denver,0
Top cities for local honey production,Milwaukee,2
Top cities for local honey production,Vancouver,0
Top cities for local honey production,Bristol,2
Top cities for local honey production,Albuquerque,0
Top cities for local honey production,"Washington, D.C.",0
Top cities for local honey production,Boston,0
Top cities for local honey production,San Jose (California),0
Top cities for local honey production,Buffalo,1
Top cities for local honey production,Tel Aviv,0
Top cities for local honey production,Chicago,0
Top cities for local honey production,Sacramento,1
Top cities for local honey production,Philadelphia,1
Top cities for local honey production,Boise,1
Top cities for local honey production,Toronto,1
Top cities for local honey production,Sydney,0
Top cities for local honey production,Indianapolis,3
Top cities for local honey production,Brisbane,0
Top cities for local honey production,San Diego,1
Top cities for local honey production,Phoenix,0
Top cities for local honey production,London,0
Top cities for local honey production,Calgary,0
Top cities for local honey production,Atlanta,0
Top cities for local honey production,Melbourne,0
Top cities for local honey production,Des Moines,1
Top cities for local honey production,Aarhus,1
Top cities for local honey production,Mexico City,0
Top cities for local honey production,Manchester,0
Top cities for local honey production,Pittsburgh,0
Top cities for local honey production,Birmingham,1
Top cities for local honey production,Kansas City,0
Top cities for local honey production,Mumbai,0
Top cities for local honey production,Aurangabad,3
Top cities for local honey production,San Jose虂 (Costa Rica),0
Top cities for local honey production,Knoxville,2
Top cities for local honey production,Penticton,2
Top cities for local honey production,New Orleans,1
Top cities for local honey production,Memphis,0
Top cities for local honey production,Queenstown (New Zealand),0
Top cities for local honey production,Charlottesville,0
Top cities for local honey production,Mangalore,0
Top cities for local honey production,Gold Coast,0
Top cities for local honey production,Louisville,0
Top cities for local honey production,Barcelona,0
Top cities for local honey production,Berlin,0
Top cities for local honey production,Raleigh,1
Top cities for local honey production,Bakersfield,1
Top cities for local honey production,Cape Town,0
Top cities for local honey production,Columbus,1
Top cities for local honey production,Beirut,3
Top cities for local honey production,Puerto Vallarta,0
Top cities for local honey production,Turku,0
Top cities for local honey production,Sa虄o Paulo,0
Top cities for local honey production,Edinburgh,0
Top cities for local honey production,Chennai,0
Top cities for local honey production,Buenos Aires,0
Top cities for local honey production,Montreal,0
Top cities for local honey production,Eugene,1
Top cities for local honey production,Houston,0
Top cities for local honey production,Kochi,0
Top cities for local honey production,Singapore,0
Top cities for local honey production,Grand Junction,0
Top cities for local honey production,Tucson,0
Top cities for local honey production,Winnipeg,1
Top cities for local honey production,Munich,0
Top cities for local honey production,Johannesburg,0
Top cities for local honey production,Indore,0
Top cities for local honey production,Cincinnati,0
Top cities for local honey production,Yaounde虂,0
Top cities for local honey production,Cuzco,0
Top cities for local honey production,Madison,1
Top cities for local honey production,Athens,0
Top cities for local honey production,"Co虂rdoba (city, Argentina)",1
Top cities for local honey production,Doha,0
Top cities for local honey production,Asheville,0
Top cities for local honey production,Canberra,0
Top cities for local honey production,Perth,1
Top cities for local honey production,San Luis Obispo,0
Top cities for local honey production,Rio de Janeiro,0
Top cities for local honey production,San Antonio,0
Top cities for local honey production,Kolkata,0
Top cities for local honey production,Hamilton (Ontario),0
Top cities for local honey production,San Juan,0
Top cities for local honey production,Wilmington (North Carolina),0
Top cities for local honey production,Valencia,0
Top cities for local honey production,Budapest,0
Top cities for local honey production,Santa Fe (New Mexico),0
Top cities for local honey production,Kauai,2
Top cities for local honey production,Newark (New Jersey),0
Top cities for local honey production,Hyderabad,0
Top cities for local honey production,Halifax,1
Top cities for local honey production,Brownsville (Texas),0
Top cities for local honey production,Monterrey,0
Top cities for local honey production,Pune,0
Top cities for local honey production,Zagreb,0
Top cities for local honey production,Binghamton,0
Top cities for local honey production,Bologna,0
Top cities for local honey production,Champaign-Urbana,0
Top cities for local honey production,Westchester County,2
Top cities for local honey production,Kavala,0
Top cities for local honey production,Portland (Maine),3
Top cities for local honey production,Abu Dhabi,0
Top cities for local honey production,Churchill,0
Top cities for local honey production,Adelaide,0
Top cities for local honey production,San Salvador,0
Top cities for local honey production,Bogota虂,0
Top cities for local honey production,Mombasa,0
Top cities for local honey production,Spokane,1
Top cities for local honey production,Lucknow,1
Top cities for local honey production,Surat,0
Top cities for local honey production,Savannah,0
Top cities for local honey production,Thessaloniki,0
Top cities for local honey production,Baltimore,0
Top cities for local honey production,Lansing,0
Top cities for local honey production,Reno,0
Top cities for local honey production,Oslo,0
Top cities for local honey production,Frankfurt,0
Top cities for local honey production,Albany (New York),0
Top cities for local honey production,Edmonton,0
Top cities for local honey production,Seville,0
Top cities for local honey production,Allentown,0
Top cities for local honey production,Fresno,1
Top cities for local honey production,Lahore,0
Top cities for local honey production,Venice,0
Top cities for local honey production,Thiruvananthapuram,0
Top cities for local honey production,Tulsa,1
Top cities for local honey production,Cancu虂n,0
Top cities for local honey production,Du虉sseldorf,0
Top cities for local honey production,Detroit,0
Top cities for local honey production,Jaipur,0
Top cities for local honey production,Chattanooga,0
Top cities for local honey production,Ithaca (New York),0
Top cities for local honey production,Missoula,0
Top cities for local honey production,Tenerife,0
Top cities for local honey production,Honolulu,0
Top cities for local honey production,Cartagena (Colombia),0
Top cities for local honey production,Freetown,0
Top cities for local honey production,Dallas,0
Top cities for local honey production,Cali,0
Top cities for local honey production,Sofia,0
Top cities for local honey production,Rochester (Minnesota),0
Top cities for local honey production,Minsk,0
Top cities for local honey production,Malta,0
Top cities for local honey production,Lexington (Kentucky),0
Top cities for local honey production,Dubai,0
Top cities for local honey production,Guayaquil,0
Top cities for local honey production,Dresden,0
Top cities for local honey production,Sioux Falls,0
Top cities for local honey production,Troms酶,0
Top cities for local honey production,Myrtle Beach,0
Top cities for local honey production,Medelli虂n,0
Top cities for local honey production,Shenzhen,0
Top cities for local honey production,Nairobi,0
Top cities for local honey production,Harrisburg,0
Top cities for local honey production,Glasgow,0
Top cities for local honey production,Cairo,1
Top cities for local honey production,Iquitos,1
Top cities for local honey production,Reykjavi虂k,0
Top cities for local honey production,Burlington (Vermont),0
Top cities for local honey production,Ottawa,1
Top cities for local honey production,Guatemala City,0
Top cities for local honey production,Kozhikode,0
Top cities for local honey production,Fort Lauderdale,0
Top cities for local honey production,La Paz,0
Top cities for local honey production,Aspen,0
Top cities for local honey production,Stuttgart,0
Top cities for local honey production,Pristina,0
Top cities for local honey production,Traverse City,0
Top cities for local honey production,Omaha,0
Top cities for local honey production,Jodhpur,0
Top cities for local honey production,Victoria (British Columbia),0
Top cities for local honey production,Gillette,0
Top cities for local honey production,Tokyo,0
Top cities for local honey production,Zurich,0
Top cities for local honey production,Amsterdam,0
Top cities for local honey production,Jacksonville,0
Top cities for local honey production,Dhaka,0
Top cities for local honey production,Varanasi,0
Top cities for local honey production,Orlando,0
Top cities for local honey production,Milan,0
Top cities for local honey production,Haikou,0
Top cities for local honey production,Charleston (West Virginia),0
Top cities for local honey production,Ljubljana,1
Top cities for local honey production,Durban,0
Top cities for local honey production,Sapporo,0
Top cities for local honey production,Kalamazoo,0
Top cities for local honey production,Kelowna,2
Top cities for local honey production,Nice,0
Top cities for local honey production,Fortaleza,0
Top cities for local honey production,Pisa,0
Top cities for local honey production,Tbilisi,0
Top cities for local honey production,Las Vegas,0
Top cities for local honey production,Taichung,0
Top cities for local honey production,Chiang Mai,1
Top cities for local honey production,Graz,1
Top cities for local honey production,Tampere,0
Top cities for local honey production,Nuremberg,0
Top cities for local honey production,El Paso,0
Top cities for local honey production,Madrid,0
Top cities for local honey production,Sanya,0
Top cities for local honey production,Syracuse (New York),1
Top cities for local honey production,Auckland,2
Top cities for local honey production,Belo Horizonte,0
Top cities for local honey production,Vienna,1
Top cities for local honey production,Little Rock,0
Top cities for local honey production,Santiago,0
Top cities for local honey production,Apia,1
Top cities for local honey production,Rome,0
Top cities for local honey production,Monterey (California),0
Top cities for local honey production,Hong Kong,0
Top cities for local honey production,Belfast,0
Top cities for local honey production,Stockholm,0
Top cities for local honey production,Dunedin,0
Top cities for local honey production,Christchurch,1
Top cities for local honey production,Batumi,0
Top cities for local honey production,Lima,0
Top cities for local honey production,Billings,0
Top cities for local honey production,Caracas,0
Top cities for local honey production,Oaxaca (city),0
Top cities for local honey production,Santorini,1
Top cities for local honey production,Krako虂w,2
Top cities for local honey production,Tashkent,0
Top cities for local honey production,Asuncio虂n,0
Top cities for local honey production,Lyon,0
Top cities for local honey production,Kos虒ice,2
Top cities for local honey production,Medford (Oregon),1
Top cities for local honey production,Beijing,0
Top cities for local honey production,Amman,0
Top cities for local honey production,Ibiza,0
Top cities for local honey production,Ho Chi Minh City,0
Top cities for local honey production,Rotorua,0
Top cities for local honey production,Yangon,0
Top cities for local honey production,Nantucket,0
Top cities for local honey production,Kuala Lumpur,0
Top cities for local honey production,Chandigarh,0
Top cities for local honey production,Lubbock,1
Top cities for local honey production,George Town (Malaysia),0
Top cities for local honey production,Pretoria,0
Top cities for local honey production,Bangkok,0
Top cities for local honey production,Florence,0
Top cities for local honey production,Dubrovnik,0
Top cities for local honey production,Nashville,1
Top cities for local honey production,Lilongwe,0
Top cities for local honey production,Riyadh,0
Top cities for local honey production,Luxor,0
Top cities for local honey production,Columbia (South Carolina),0
Top cities for local honey production,Busan,0
Top cities for local honey production,Salvador,0
Top cities for local honey production,Quito,0
Top cities for local honey production,Hanover,0
Top cities for local honey production,Santo Domingo,0
Top cities for local honey production,Cleveland,0
Top cities for local honey production,Pensacola,0
Top cities for local honey production,Dublin,0
Top cities for local honey production,Tampa,0
Top cities for local honey production,Addis Ababa,2
Top cities for local honey production,Guadalajara,0
Top cities for local honey production,Ranchi,0
Top cities for local honey production,Sarajevo,0
Top cities for local honey production,Paris,0
Top cities for local honey production,Nelson (New Zealand),1
Top cities for local honey production,Kaunas,0
Top cities for local honey production,Helsinki,0
Top cities for local honey production,Port Elizabeth,0
Top cities for local honey production,Osaka,0
Top cities for local honey production,Ma虂laga,0
Top cities for local honey production,Moncton,0
Top cities for local honey production,Harbin,0
Top cities for local honey production,Vilnius,1
Top cities for local honey production,Hilo,2
Top cities for local honey production,Madurai,1
Top cities for local honey production,Flint,1
Top cities for local honey production,Recife,0
Top cities for local honey production,Kristiansand,0
Top cities for local honey production,Tehran,0
Top cities for local honey production,Gaspe虂,0
Top cities for local honey production,Montevideo,0
Top cities for local honey production,Jeju City,2
Top cities for local honey production,Turin,0
Top cities for local honey production,South Bend,0
Top cities for local honey production,Jakarta,0
Top cities for local honey production,Tirana,2
Top cities for local honey production,Muscat,0
Top cities for local honey production,Colorado Springs,0
Top cities for local honey production,Kingston (Ontario),0
Top cities for local honey production,Oklahoma City,0
Top cities for local honey production,Greenville (South Carolina),0
Top cities for local honey production,Karachi,0
Top cities for local honey production,Naples,0
Top cities for local honey production,Innsbruck,0
Top cities for local honey production,Ahmedabad,0
Top cities for local honey production,Natal,0
Top cities for local honey production,Gran Canaria,1
Top cities for local honey production,San Luis Potosi,0
Top cities for local honey production,Bhopal,0
Top cities for local honey production,Guilin,0
Top cities for local honey production,Kathmandu,0
Top cities for local honey production,Bergen,1
Top cities for local honey production,Bahrain,0
Top cities for local honey production,Mazatlan,0
Top cities for local honey production,Blenheim (New Zealand),0
Top cities for local honey production,Tallinn,2
Top cities for local honey production,Zhuhai,0
Top cities for local honey production,Pamplona,0
Top cities for local honey production,"Santa Cruz (city, Bolivia)",0
Top cities for local honey production,Roata虂n,0
Top cities for local honey production,Manaus,0
Top cities for local honey production,Podgorica,0
Top cities for local honey production,Fredericton,0
Top cities for local honey production,San Cristobal (Galapagos),0
